2.39609,0.607196,-0.0287768
2.3922,0.60621,-0.14372
2.39432,0.597859,-0.0287302
2.38268,0.594953,-0.143022
2.38862,0.587587,-0.0286371
2.38474,0.586633,-0.143022
2.38667,0.57872,-0.0285905
2.37503,0.575898,-0.142324
2.37701,0.567598,-0.0284508
2.3809,0.568527,0.0284974
2.37703,0.567604,-0.142324
2.37119,0.557467,-0.0283577
2.37508,0.558382,0.0284042
2.36734,0.556562,-0.141627
2.37312,0.549187,-0.0283577
2.37076,0.548643,-0.227155
2.37701,0.550089,0.0284042
2.35759,0.545594,-0.140929
2.36332,0.538235,-0.028218
2.35713,0.536826,-0.225668
2.36332,0.538235,0.028218
2.3517,0.535587,-0.140464
2.36128,0.529108,-0.0281714
2.35122,0.526853,-0.224925
2.35348,0.527359,0.0280783
2.34965,0.526502,-0.140231
2.34358,0.516557,-0.0279386
2.34916,0.517785,-0.224553
2.34358,0.516557,0.0279386
2.33978,0.515718,-0.139534
2.34146,0.507525,-0.027892
2.34316,0.507894,-0.223809
2.34537,0.508372,0.0279386
2.34157,0.507547,-0.139534
2.3354,0.497683,-0.0277989
2.34492,0.499713,-0.223809
2.3354,0.497683,0.0277989
2.33161,0.496875,-0.138836
2.33321,0.488708,-0.0277523
2.33496,0.489075,-0.222694
2.33321,0.488708,0.0277523
2.32942,0.487914,-0.138603
2.32315,0.478142,-0.0276127
2.32495,0.478513,-0.221579
2.31923,0.477335,0.0275661
2.32328,0.47817,-0.138138
2.31304,0.467651,-0.027473
2.3227,0.469605,-0.221207
2.31696,0.468444,0.0275195
2.32102,0.469266,-0.137906
2.30681,0.458016,-0.0273798
2.31466,0.459574,0.027473
2.31873,0.460383,-0.137673
2.38722,0.596528,-0.128956
2.3084,0.449961,-0.0273798
2.38864,0.588033,-0.0142973
2.3084,0.449961,0.0273798
2.30857,0.449994,-0.136976
2.38929,0.588192,-0.128956
2.37407,0.576102,-0.0710973
2.30202,0.4408,-0.0272867
2.38669,0.579166,-0.0142741
2.30394,0.441169,-0.218976
2.30595,0.441552,0.0273333
2.37494,0.576316,-0.199506
2.29828,0.440084,-0.136278
2.38346,0.578382,-0.128537
2.29568,0.431284,-0.0271936
2.38092,0.568972,-0.0142276
2.29764,0.431652,-0.218233
2.29568,0.431284,0.0271936
2.37306,0.567095,-0.19918
2.29195,0.430584,-0.135813
2.3777,0.568201,-0.128118
2.28144,0.420369,-0.0270073
2.379,0.559741,-0.0142043
2.29913,0.42363,-0.218233
2.28931,0.421819,0.0271004
2.36339,0.556069,-0.198204
2.38646,0.561498,0.0427933
2.28559,0.421134,-0.135348
2.37578,0.558984,-0.127909
2.3566,0.545796,-0.0703991
2.27896,0.411691,-0.0269608
2.37314,0.549628,-0.0141578
2.28884,0.413477,-0.217117
2.28683,0.413113,0.0270539
2.35366,0.545116,-0.197227
2.37672,0.550456,0.0425839
2.27918,0.411733,-0.134883
2.36993,0.548884,-0.12749
2.35459,0.53668,-0.0702827
2.2725,0.402341,-0.0268676
2.37115,0.540454,-0.0141346
2.28635,0.404792,-0.216746
2.28038,0.403735,0.0269608
2.34778,0.535127,-0.196577
2.37083,0.540381,0.0424443
2.36794,0.539722,-0.127281
2.34474,0.525832,-0.0699336
2.26601,0.393038,-0.0267745
2.35741,0.528672,-0.0140416
2.2799,0.395447,-0.216002
2.28177,0.395772,0.0269608
2.34574,0.526056,-0.196251
2.36489,0.530351,0.0423046
2.35159,0.527368,0.098186
2.35811,0.52883,-0.126653
2.33876,0.515921,-0.0697009
2.26343,0.384455,-0.0267279
