2.11391,0.070818,0.498311
2.12941,0.096882,0.484603
2.12279,0.109363,0.460893
2.12453,0.136007,0.440637
2.12491,0.188131,0.381137
2.12715,0.225619,0.340405
2.13394,0.242195,0.324416
2.13485,0.267837,0.304301
2.13189,0.321488,0.246178
2.13421,0.346978,0.225924
2.13423,0.359312,0.20546
2.12595,0.382987,0.184128
2.12144,0.411718,0.146755
2.13448,0.439694,0.127108
2.12635,0.467692,0.0891952
2.12416,0.505445,0.048444
2.13515,0.533638,0.027389
2.13336,0.576085,-0.0314349
2.14259,0.605011,-0.0527396
2.13531,0.621374,-0.0704323
2.13243,0.659725,-0.112841
2.13313,0.673518,-0.134936
2.13325,0.676141,-0.152051
2.13705,0.70469,-0.174608
2.14266,0.720133,-0.196888
2.13902,0.761099,-0.219773
2.14546,0.767281,-0.23864
