1.2625,-1.20781,1.18744,0.1751,-0.170488,-0.0380406,2.98786
1.2625,-1.20781,1.18744,0.1751,-0.170488,-0.0380406,2.98786
1.2625,-1.20781,1.18744,0.1751,-0.170488,-0.0380406,2.98786
1.2625,-1.20781,1.18744,0.1751,-0.170488,-0.0380406,2.98786
1.2625,-1.20781,1.18744,0.1751,-0.170488,-0.0380406,2.98786
1.2625,-1.20781,1.18744,0.1751,-0.170488,-0.0380406,2.98786
1.2625,-1.20781,1.18744,0.1751,-0.170488,-0.0380406,2.98786
1.2625,-1.20781,1.18744,0.1751,-0.170488,-0.0380406,2.98786
1.2625,-1.20781,1.18744,0.1751,-0.170488,-0.0380406,2.98786
1.2625,-1.20781,1.18744,0.1751,-0.170488,-0.0380406,2.98786
