3.52067,0.197892,-0.111679
3.50652,0.194334,-0.238617
3.49868,0.172373,-0.238007
3.49865,0.171331,-0.366865
3.48689,0.153095,-0.110539
3.47575,0.14987,-0.23638
3.49168,0.14952,-0.366032
3.46679,0.130905,-0.109874
3.45168,0.127619,-0.234685
3.46471,0.127072,-0.363116
3.45055,0.109093,-0.109336
3.5374,0.237179,-0.275102
3.45846,0.105598,-0.362386
3.45389,0.102381,-0.490177
3.42082,0.0882817,0.0164244
3.43316,0.087461,-0.108767
3.52138,0.216568,-0.144723
3.42506,0.0845627,-0.232787
3.52784,0.214803,-0.274251
3.44115,0.0839384,-0.360511
3.4396,0.0808373,-0.488071
3.42364,0.0662006,-0.10845
3.50169,0.193798,-0.143862
3.41354,0.0633233,-0.231974
3.50122,0.191626,-0.272085
3.41972,0.062423,-0.35822
3.42321,0.0594385,-0.485683
3.39365,0.0459174,0.01629
3.402,0.044902,-0.107754
3.48785,0.171572,-0.143247
3.39391,0.0421293,-0.230618
3.49038,0.169559,-0.271157
3.37687,0.0249678,0.0162084
3.37422,0.0238293,-0.106867
3.47685,0.149652,-0.142755
3.37615,0.0211912,-0.229398
3.47741,0.147548,-0.270074
3.48916,0.146643,-0.399372
3.37709,0.0142418,-0.605633
3.36096,0.00422717,0.0161316
3.35632,0.00310834,-0.106297
3.46573,0.127874,-0.142263
3.56491,0.260731,-0.180698
3.36424,0.000473407,-0.228584
3.45633,0.125413,-0.268372
3.47311,0.124626,-0.397441
3.36924,-0.00646482,-0.604221
3.33417,-0.0146354,0.136597
3.33692,-0.0162783,0.0160164
3.34928,-0.0174492,-0.106076
3.44048,0.105807,-0.141198
3.34622,-0.0200615,-0.227364
3.43312,0.103482,-0.266515
3.44899,0.102574,-0.3946
3.35635,-0.0270349,-0.601926
3.32902,-0.0350407,0.136392
3.31976,-0.0365657,0.0159348
3.32812,-0.0377615,-0.105411
3.42009,0.0841787,-0.140337
3.32609,-0.0403512,-0.226008
3.4297,0.0823189,-0.266206
3.53215,0.213557,-0.308219
3.43465,0.0810582,-0.392896
3.34422,-0.0445408,-0.474447
3.33643,-0.0473492,-0.598396
3.31647,-0.0568832,0.0159204
3.39934,0.0649368,-0.0162001
3.31283,-0.0579197,-0.104936
3.40855,0.0629704,-0.139845
3.52324,0.192562,-0.178375
3.30982,-0.0604673,-0.224924
3.41818,0.0610595,-0.265277
3.42217,0.0597566,-0.391419
3.41859,0.0575455,-0.517392
3.32132,-0.0675202,-0.595748
3.29838,-0.075207,0.135164
3.29207,-0.0766729,0.0158052
3.38268,0.0438573,-0.0161191
3.38889,0.0418082,-0.139026
3.5044,0.169972,-0.177366
3.29143,-0.0803366,-0.223703
3.39955,0.0398627,-0.263807
3.50565,0.168806,-0.305702
3.41055,0.0386224,-0.390055
3.40009,0.0363674,-0.514549
3.30215,-0.0874033,-0.592394
3.28187,-0.0949816,0.134509
3.27654,-0.0964299,0.0157332
3.36788,0.0229983,-0.0160476
3.29589,-0.0980931,-0.10443
3.37709,0.0209392,-0.138534
3.28389,-0.100318,-0.223229
3.38477,0.0189191,-0.262647
3.47975,0.146164,-0.303359
3.30136,-0.101832,-0.345928
3.47538,0.144461,-0.431159
3.29236,-0.104488,-0.467284
3.39037,0.0154591,-0.513053
3.28286,-0.107054,-0.58904
3.26924,-0.114697,0.134018
3.2669,-0.116213,0.01569
3.35096,0.00232114,-0.0159666
3.27724,-0.117669,-0.10386
3.35718,0.000216065,-0.137714
3.55611,0.258878,-0.215078
3.37087,-0.0018422,-0.261564
3.46564,0.124274,-0.302058
3.37699,-0.00320116,-0.386192
3.46033,0.122572,-0.429191
3.27385,-0.124013,-0.464756
3.26542,-0.126547,-0.586039
3.24154,-0.132453,0.251739
3.24652,-0.133849,0.133117
3.3293,-0.0174832,0.105094
3.25213,-0.135672,0.0156228
3.33991,-0.0181801,-0.0159142
3.26647,-0.137356,-0.103543
3.33413,-0.0202437,-0.136771
3.45003,0.103728,-0.174488
3.53771,0.235726,-0.213874
3.24553,-0.139029,-0.220721
3.35085,-0.0223922,-0.260017
3.45738,0.102741,-0.301277
3.35803,-0.0237882,-0.384034
3.44515,0.100873,-0.427223
3.27006,-0.143968,-0.464334
3.25475,-0.146139,-0.584274
3.34265,-0.0277049,-0.632105
3.22274,-0.151498,0.250346
3.24264,-0.153624,0.132995
3.32113,-0.03782,0.104842
3.22827,-0.154525,0.0155124
3.32074,-0.0384531,-0.0158237
3.2496,-0.156626,-0.103037
3.32695,-0.0406158,-0.136484
3.42664,0.0819838,-0.173276
3.52414,0.213111,-0.212971
3.3357,-0.0427605,-0.258856
3.43902,0.0810788,-0.299628
3.25026,-0.160183,-0.340824
3.32504,-0.0439588,-0.380284
3.42487,0.0792499,-0.424639
3.25725,-0.163434,-0.462649
3.34855,-0.046374,-0.506768
